nameWithOwner,Url,Estrelas,Idade (anos),NÃºmero de releases,CBO Median,DIT Max,LCOM Median,LOC Total
Java-Edge/Java-Concurrency-Progamming-Tutorial,https://github.com/Java-Edge/Java-Concurrency-Progamming-Tutorial.git,1168.0,4.96,0.0,1.0,6,0.0,4704
btraceio/btrace,https://github.com/btraceio/btrace.git,5366.0,8.54,30.0,4.0,9,0.0,39576
h2database/h2database,https://github.com/h2database/h2database.git,3642.0,7.93,18.0,4.0,35,3.0,226904
fan-wenjie/EasyPR-Java,https://github.com/fan-wenjie/EasyPR-Java.git,598.0,8.0,0.0,5.0,1,18.0,1458
oldratlee/fucking-java-concurrency,https://github.com/oldratlee/fucking-java-concurrency.git,931.0,8.75,0.0,0.5,1,0.0,533
dom4j/dom4j,https://github.com/dom4j/dom4j.git,844.0,7.7,13.0,6.0,6,4.0,24123
JamesZBL/java_design_patterns,https://github.com/JamesZBL/java_design_patterns.git,644.0,5.35,0.0,2.0,3,0.0,2543
Ziphtracks/JavaLearningmanual,https://github.com/Ziphtracks/JavaLearningmanual.git,215.0,2.55,0.0,4.0,3,0.0,2222
sadatrafsanjani/JavaFX-Point-of-Sales,https://github.com/sadatrafsanjani/JavaFX-Point-of-Sales.git,186.0,5.77,0.0,7.0,2,8.0,3571
TyCoding/tumo,https://github.com/TyCoding/tumo.git,670.0,4.38,0.0,4.0,4,0.0,1560
asterisk-java/asterisk-java,https://github.com/asterisk-java/asterisk-java.git,366.0,12.22,7.0,2.0,5,1.0,46879
iluwatar/30-seconds-of-java,https://github.com/iluwatar/30-seconds-of-java.git,814.0,5.25,0.0,2.0,2,0.0,1267
cardillo/joinery,https://github.com/cardillo/joinery.git,658.0,8.37,10.0,3.0,14,0.0,6332
martinwojtus/tutorials,https://github.com/martinwojtus/tutorials.git,156.0,3.83,0.0,2.0,4,0.0,4889
mitreid-connect/OpenID-Connect-Java-Spring-Server,https://github.com/mitreid-connect/OpenID-Connect-Java-Spring-Server.git,1429.0,11.37,0.0,4.0,8,0.0,26472
youlookwhat/DesignPattern,https://github.com/youlookwhat/DesignPattern.git,3741.0,6.4,0.0,2.0,2,0.0,2603
saturnism/grpc-by-example-java,https://github.com/saturnism/grpc-by-example-java.git,844.0,6.57,0.0,4.0,3,0.0,1853
spring-guides/gs-gradle,https://github.com/spring-guides/gs-gradle.git,137.0,9.91,0.0,1.0,1,0.0,42
dustin/java-memcached-client,https://github.com/dustin/java-memcached-client.git,495.0,15.04,0.0,3.0,5,1.0,16115
lihengming/java-codes,https://github.com/lihengming/java-codes.git,528.0,5.81,0.0,1.0,13,0.0,2870
openmessaging/openmessaging-java,https://github.com/openmessaging/openmessaging-java.git,716.0,5.97,3.0,2.0,5,1.0,858
shinezejian/javaStructures,https://github.com/shinezejian/javaStructures.git,155.0,6.35,0.0,3.0,4,0.0,5460
jpmml/jpmml-evaluator,https://github.com/jpmml/jpmml-evaluator.git,842.0,9.05,35.0,4.0,12,1.0,26594
ninia/jep,https://github.com/ninia/jep.git,1065.0,12.07,10.0,2.0,6,0.0,4065
msbbigdata/javase,https://github.com/msbbigdata/javase.git,352.0,3.6,0.0,1.0,3,0.0,4728
yusugomori/DeepLearning,https://github.com/yusugomori/DeepLearning.git,2984.0,10.2,0.0,4.0,2,0.0,1083
k33ptoo/School-Management-System-JavaFX,https://github.com/k33ptoo/School-Management-System-JavaFX.git,240.0,4.72,0.0,7.0,2,1.0,173
agoncal/agoncal-application-petstore-ee6,https://github.com/agoncal/agoncal-application-petstore-ee6.git,200.0,11.14,0.0,8.0,4,0.0,1753
Progether/JAdventure,https://github.com/Progether/JAdventure.git,294.0,10.46,1.0,4.0,4,0.0,4276
gousiosg/java-callgraph,https://github.com/gousiosg/java-callgraph.git,657.0,11.8,0.0,3.0,2,0.0,524
google/ExoPlayer,https://github.com/google/ExoPlayer.git,20506.0,8.75,23.0,5.0,31,0.0,240901
LeonardoZ/java-concurrency-patterns,https://github.com/LeonardoZ/java-concurrency-patterns.git,1376.0,5.18,0.0,1.0,5,0.0,1925
HotswapProjects/HotswapAgent,https://github.com/HotswapProjects/HotswapAgent.git,1961.0,9.32,14.0,3.0,19,0.0,67687
dropbox/dropbox-sdk-java,https://github.com/dropbox/dropbox-sdk-java.git,552.0,9.72,37.0,5.0,18,1.0,407148
xerial/snappy-java,https://github.com/xerial/snappy-java.git,939.0,10.52,18.0,2.0,4,1.0,3965
jOOQ/jOOQ,https://github.com/jOOQ/jOOQ.git,5351.0,11.91,0.0,7.0,36,4.0,247857
jzj1993/JavaTcpSocket,https://github.com/jzj1993/JavaTcpSocket.git,201.0,8.06,0.0,1.0,2,0.0,679
PacktPublishing/Java-Coding-Problems,https://github.com/PacktPublishing/Java-Coding-Problems.git,573.0,4.05,0.0,1.0,4,0.0,8047
maxliaops/Java_Web_Examples,https://github.com/maxliaops/Java_Web_Examples.git,570.0,8.89,0.0,2.0,4,3.0,36906
wangzaiplus/springboot,https://github.com/wangzaiplus/springboot.git,339.0,3.81,0.0,3.0,4,0.0,2894
dmpe/JavaFX,https://github.com/dmpe/JavaFX.git,214.0,10.08,0.0,2.0,6,0.0,2119
tranleduy2000/javaide,https://github.com/tranleduy2000/javaide.git,459.0,5.66,18.0,3.0,96,1.0,324938
TNG/ArchUnit,https://github.com/TNG/ArchUnit.git,2605.0,5.9,33.0,2.0,28,0.0,74613
PlexPt/chatgpt-java,https://github.com/PlexPt/chatgpt-java.git,1043.0,0.27,8.0,3.0,4,0.0,385
mattia-battiston/clean-architecture-example,https://github.com/mattia-battiston/clean-architecture-example.git,1459.0,7.01,0.0,4.0,4,0.0,1734
Grover-c13/PokeGOAPI-Java,https://github.com/Grover-c13/PokeGOAPI-Java.git,1056.0,6.66,2.0,3.0,5,0.0,15937
luontola/retrolambda,https://github.com/luontola/retrolambda.git,3542.0,9.65,0.0,1.0,7,0.0,4848
pen4uin/awesome-java-security,https://github.com/pen4uin/awesome-java-security.git,888.0,1.35,0.0,10.0,1,3.0,160
arun-gupta/docker-for-java,https://github.com/arun-gupta/docker-for-java.git,215.0,6.09,0.0,2.0,2,1.5,16
googleworkspace/java-samples,https://github.com/googleworkspace/java-samples.git,270.0,8.87,0.0,6.0,2,0.0,4890
cucumber/cucumber-java-skeleton,https://github.com/cucumber/cucumber-java-skeleton.git,394.0,9.01,0.0,2.0,1,0.0,101
marhan/effective-java-examples,https://github.com/marhan/effective-java-examples.git,567.0,12.05,0.0,1.0,5,0.0,2711
albertlatacz/java-repl,https://github.com/albertlatacz/java-repl.git,1344.0,9.99,74.0,3.0,4,0.0,4851
jpush/jpush-api-java-client,https://github.com/jpush/jpush-api-java-client.git,708.0,9.42,54.0,4.0,3,0.0,9361
stateless4j/stateless4j,https://github.com/stateless4j/stateless4j.git,789.0,8.95,0.0,3.0,2,0.0,2446
bethrobson/Head-First-Java,https://github.com/bethrobson/Head-First-Java.git,489.0,7.66,0.0,1.0,5,0.0,2964
paypal/PayPal-Java-SDK,https://github.com/paypal/PayPal-Java-SDK.git,512.0,10.03,21.0,6.0,5,1.0,10926
igniterealtime/Smack,https://github.com/igniterealtime/Smack.git,2322.0,9.11,0.0,4.0,71,0.0,119963
kivy/pyjnius,https://github.com/kivy/pyjnius.git,1283.0,10.58,12.0,1.0,2,1.0,697
gwhalin/Memcached-Java-Client,https://github.com/gwhalin/Memcached-Java-Client.git,666.0,13.78,0.0,2.5,4,0.5,3324
PebbleTemplates/pebble,https://github.com/PebbleTemplates/pebble.git,1008.0,10.21,60.0,4.0,7,1.0,19319
wmixvideo/nfe,https://github.com/wmixvideo/nfe.git,590.0,9.62,76.0,3.0,3,3.0,150916
joaopsilva/binance-java-api,https://github.com/joaopsilva/binance-java-api.git,191.0,5.4,0.0,3.0,4,0.0,2664
mikemelon/java-exam,https://github.com/mikemelon/java-exam.git,590.0,6.34,0.0,8.0,2,3.0,5385
GoogleCloudPlatform/getting-started-java,https://github.com/GoogleCloudPlatform/getting-started-java.git,473.0,7.34,0.0,7.0,2,1.0,2088
czwbig/Tmall_JavaEE,https://github.com/czwbig/Tmall_JavaEE.git,269.0,4.34,0.0,4.0,3,13.0,2966
biblelamp/JavaExercises,https://github.com/biblelamp/JavaExercises.git,133.0,6.71,0.0,1.0,15,0.0,41349
TIBCOSoftware/jasperreports,https://github.com/TIBCOSoftware/jasperreports.git,756.0,6.52,26.0,4.0,29,1.0,229702
4thline/cling,https://github.com/4thline/cling.git,1585.0,11.5,5.0,3.0,52,1.0,47552
Gottox/socket.io-java-client,https://github.com/Gottox/socket.io-java-client.git,945.0,11.23,0.0,2.0,6,0.0,1791
joaomatosf/JavaDeserH2HC,https://github.com/joaomatosf/JavaDeserH2HC.git,452.0,5.51,0.0,4.0,1,0.0,731
TongOS/JavaBookClub,https://github.com/TongOS/JavaBookClub.git,431.0,3.56,0.0,1.0,2,0.0,543
superblaubeere27/obfuscator,https://github.com/superblaubeere27/obfuscator.git,689.0,4.85,15.0,3.0,6,1.0,6868
binarywang/weixin-java-pay-demo,https://github.com/binarywang/weixin-java-pay-demo.git,789.0,6.03,0.0,7.0,2,0.0,170
OpenHFT/Java-Thread-Affinity,https://github.com/OpenHFT/Java-Thread-Affinity.git,1596.0,9.48,25.0,2.0,3,2.0,3452
firebase/geofire-java,https://github.com/firebase/geofire-java.git,670.0,8.67,13.0,2.0,2,0.0,2138
NLPchina/Word2VEC_java,https://github.com/NLPchina/Word2VEC_java.git,669.0,9.42,0.0,2.0,2,0.0,848
web3j/web3j,https://github.com/web3j/web3j.git,4540.0,6.53,101.0,2.0,46,0.0,37052
mafudge/LearnJava,https://github.com/mafudge/LearnJava.git,373.0,9.64,0.0,1.0,6,0.0,7110
FasterXML/jackson-modules-java8,https://github.com/FasterXML/jackson-modules-java8.git,381.0,6.36,0.0,3.0,6,0.0,14178
anshooarora/extentreports-java,https://github.com/anshooarora/extentreports-java.git,525.0,8.1,0.0,3.0,5,0.0,5032
firebase/firebase-admin-java,https://github.com/firebase/firebase-admin-java.git,454.0,6.0,17.0,2.0,14,0.0,69048
lenve/CoolMeeting,https://github.com/lenve/CoolMeeting.git,728.0,5.56,0.0,3.5,1,0.0,519
caveofprogramming/java-beginners,https://github.com/caveofprogramming/java-beginners.git,499.0,6.73,0.0,0.0,2,0.0,486
typetools/checker-framework,https://github.com/typetools/checker-framework.git,897.0,7.7,98.0,2.0,20,0.0,168477
agoncal/agoncal-application-petstore-ee7,https://github.com/agoncal/agoncal-application-petstore-ee7.git,192.0,9.83,0.0,9.0,4,1.0,3748
JetBrains/skija,https://github.com/JetBrains/skija.git,2553.0,2.94,0.0,5.0,7,0.0,18343
jenkinsci/java-client-api,https://github.com/jenkinsci/java-client-api.git,872.0,10.32,0.0,3.0,4,0.0,7147
jjenkov/java-nio-server,https://github.com/jjenkov/java-nio-server.git,889.0,7.41,0.0,3.0,1,0.0,847
Javacord/Javacord,https://github.com/Javacord/Javacord.git,653.0,7.21,19.0,4.0,6,0.0,31875
ta4j/ta4j,https://github.com/ta4j/ta4j.git,1720.0,5.5,2.0,7.0,5,1.0,17961
waylau/distributed-java,https://github.com/waylau/distributed-java.git,348.0,7.17,0.0,2.0,2,0.0,1077
apache/datasketches-java,https://github.com/apache/datasketches-java.git,807.0,7.71,48.0,7.0,6,10.0,74496
naveenanimation20/PageObjectModel,https://github.com/naveenanimation20/PageObjectModel.git,435.0,5.47,0.0,5.5,2,3.0,448
hierynomus/sshj,https://github.com/hierynomus/sshj.git,2258.0,13.05,0.0,3.0,6,1.0,19724
google/auto,https://github.com/google/auto.git,10045.0,9.81,57.0,3.0,80,1.0,30540
RoaringBitmap/RoaringBitmap,https://github.com/RoaringBitmap/RoaringBitmap.git,3003.0,9.74,9.0,5.0,7,1.0,71413
SummerSec/JavaLearnVulnerability,https://github.com/SummerSec/JavaLearnVulnerability.git,734.0,2.9,1.0,1.5,4,0.0,6404
superhj1987/pragmatic-java-engineer,https://github.com/superhj1987/pragmatic-java-engineer.git,1255.0,5.61,0.0,2.0,4,0.0,4767
yinchuandong/JavaVerify,https://github.com/yinchuandong/JavaVerify.git,206.0,8.48,0.0,1.0,6,1.0,2511
dunwu/java-tutorial,https://github.com/dunwu/java-tutorial.git,1469.0,5.29,0.0,2.0,5,0.0,15621
pengrad/java-telegram-bot-api,https://github.com/pengrad/java-telegram-bot-api.git,1372.0,7.61,57.0,3.0,4,1.0,11381
wsieroci/audio-recognizer,https://github.com/wsieroci/audio-recognizer.git,655.0,10.81,0.0,1.0,6,0.0,683
apache/skywalking-java,https://github.com/apache/skywalking-java.git,486.0,1.55,7.0,3.0,6,3.0,59295
vladmihalcea/high-performance-java-persistence,https://github.com/vladmihalcea/high-performance-java-persistence.git,1113.0,7.42,0.0,5.0,8,3.0,91011
cn-panda/JavaCodeAudit,https://github.com/cn-panda/JavaCodeAudit.git,682.0,3.3,0.0,3.0,43,1.0,36429
artur-shaik/vim-javacomplete2,https://github.com/artur-shaik/vim-javacomplete2.git,987.0,7.82,10.0,3.0,5,0.0,3598
yrojha4ever/JavaStud,https://github.com/yrojha4ever/JavaStud.git,269.0,7.53,0.0,0.0,6,0.0,4790
AsyncHttpClient/async-http-client,https://github.com/AsyncHttpClient/async-http-client.git,6076.0,12.02,0.0,4.0,8,1.0,28944
twilio/twilio-java,https://github.com/twilio/twilio-java.git,418.0,13.5,203.0,9.0,5,2.0,151595
jfaster/mango,https://github.com/jfaster/mango.git,915.0,9.31,0.0,3.0,8,1.0,22697
stripe/stripe-java,https://github.com/stripe/stripe-java.git,650.0,11.6,598.0,3.0,7,1.0,358329
sendgrid/sendgrid-java,https://github.com/sendgrid/sendgrid-java.git,450.0,9.56,58.0,4.0,3,0.0,6403
TALKDATA/JavaBigData,https://github.com/TALKDATA/JavaBigData.git,424.0,4.15,0.0,4.0,18,0.0,13554
jammy928/CoinExchange_CryptoExchange_Java,https://github.com/jammy928/CoinExchange_CryptoExchange_Java.git,872.0,2.97,0.0,5.0,3,0.0,30891
wangzheng0822/ratelimiter4j,https://github.com/wangzheng0822/ratelimiter4j.git,898.0,4.69,0.0,3.0,4,0.5,4088
MorphiaOrg/morphia,https://github.com/MorphiaOrg/morphia.git,1588.0,9.89,59.0,4.0,15,0.0,36521
javastacks/javastack,https://github.com/javastacks/javastack.git,643.0,4.18,0.0,2.0,2,0.0,2005
Viscent/javamtia,https://github.com/Viscent/javamtia.git,437.0,5.94,0.0,6.0,13,1.0,27443
peter-lawrey/Java-Chronicle,https://github.com/peter-lawrey/Java-Chronicle.git,1222.0,11.18,0.0,4.0,3,0.0,12278
peterarsentev/games_oop_javafx,https://github.com/peterarsentev/games_oop_javafx.git,130.0,4.89,0.0,3.0,4,4.0,1184
fuzhengwei/itstack-demo-design,https://github.com/fuzhengwei/itstack-demo-design.git,5465.0,2.82,0.0,2.0,3,0.0,3985
googleapis/google-http-java-client,https://github.com/googleapis/google-http-java-client.git,1312.0,8.18,46.0,3.0,37,0.0,24096
google/conscrypt,https://github.com/google/conscrypt.git,1122.0,6.25,0.0,2.0,49,0.0,54895
vipshop/vjtools,https://github.com/vipshop/vjtools.git,7438.0,4.8,9.0,2.0,6,1.0,18382
OfficeDev/ews-java-api,https://github.com/OfficeDev/ews-java-api.git,842.0,8.55,0.0,3.0,44,0.0,36849
cod3rcursos/curso-java,https://github.com/cod3rcursos/curso-java.git,935.0,3.56,0.0,1.0,6,0.0,5431
kungfoo/geohash-java,https://github.com/kungfoo/geohash-java.git,937.0,14.21,0.0,3.0,1,1.0,2028
anxpp/JavaDesignPattern,https://github.com/anxpp/JavaDesignPattern.git,227.0,6.9,0.0,1.0,2,0.0,1936
xuwujing/java-study,https://github.com/xuwujing/java-study.git,1054.0,4.48,0.0,1.0,3,0.0,12159
mcxiaoke/minicat,https://github.com/mcxiaoke/minicat.git,682.0,9.8,13.0,3.0,7,1.0,23897
elastic/apm-agent-java,https://github.com/elastic/apm-agent-java.git,527.0,5.09,59.0,3.0,75,0.0,115237
rest-assured/rest-assured,https://github.com/rest-assured/rest-assured.git,6286.0,12.4,0.0,5.0,5,0.0,27766
yhy0/ExpDemo-JavaFX,https://github.com/yhy0/ExpDemo-JavaFX.git,518.0,1.97,0.0,4.0,2,1.0,5023
pires/obd-java-api,https://github.com/pires/obd-java-api.git,563.0,9.48,0.0,3.0,5,3.0,3413
loiane/curso-java-basico,https://github.com/loiane/curso-java-basico.git,778.0,9.52,0.0,0.0,3,0.0,9211
konohiroaki/java8-code-kata,https://github.com/konohiroaki/java8-code-kata.git,138.0,7.74,0.0,3.0,2,3.0,628
aws/aws-sdk-java-v2,https://github.com/aws/aws-sdk-java-v2.git,1693.0,5.72,0.0,5.0,15,1.0,231898
JodaOrg/joda-time,https://github.com/JodaOrg/joda-time.git,4873.0,11.83,42.0,6.0,17,10.0,91497
pedant/safe-java-js-webview-bridge,https://github.com/pedant/safe-java-js-webview-bridge.git,2435.0,8.69,1.0,3.0,4,0.0,476
vsch/flexmark-java,https://github.com/vsch/flexmark-java.git,1930.0,7.14,0.0,5.0,8,1.0,103505
pedroSG94/rtmp-rtsp-stream-client-java,https://github.com/pedroSG94/rtmp-rtsp-stream-client-java.git,1971.0,6.14,122.0,2.0,4,0.0,18745
swagger-api/swagger-parser,https://github.com/swagger-api/swagger-parser.git,656.0,8.9,103.0,3.0,6,0.0,21865
knightliao/disconf-demos-java,https://github.com/knightliao/disconf-demos-java.git,381.0,7.34,2.0,4.0,2,0.0,631
Froussios/Intro-To-RxJava,https://github.com/Froussios/Intro-To-RxJava.git,2046.0,7.97,0.0,3.0,2,3.0,5304
square/okhttp,https://github.com/square/okhttp.git,43686.0,10.64,0.0,3.0,4,1.0,13710
Guardsquare/proguard,https://github.com/Guardsquare/proguard.git,1879.0,3.97,22.0,6.0,7,1.0,33182
signalapp/libsignal-protocol-java,https://github.com/signalapp/libsignal-protocol-java.git,1782.0,8.27,0.0,3.0,3,0.0,4789
lz4/lz4-java,https://github.com/lz4/lz4-java.git,987.0,10.66,8.0,3.0,7,3.0,5285
javaee/javamail,https://github.com/javaee/javamail.git,559.0,5.89,4.0,1.0,86,0.0,66455
864381832/xJavaFxTool,https://github.com/864381832/xJavaFxTool.git,1611.0,5.55,11.0,4.0,4,1.0,1587
open-telemetry/opentelemetry-java-instrumentation,https://github.com/open-telemetry/opentelemetry-java-instrumentation.git,1232.0,3.47,67.0,5.0,21,1.0,104869
Jackson0714/PassJava-Platform,https://github.com/Jackson0714/PassJava-Platform.git,1887.0,2.94,0.0,3.0,4,0.0,6899
google/google-api-java-client-samples,https://github.com/google/google-api-java-client-samples.git,733.0,8.14,0.0,4.0,13,0.0,7853
awslabs/aws-serverless-java-container,https://github.com/awslabs/aws-serverless-java-container.git,1318.0,6.27,30.0,5.5,5,1.0,14132
EsotericSoftware/reflectasm,https://github.com/EsotericSoftware/reflectasm.git,1404.0,9.36,5.0,1.0,12,0.0,1801
joeferner/node-java,https://github.com/joeferner/node-java.git,1811.0,11.15,0.0,0.0,4,0.0,499
lenve/javaboy-code-samples,https://github.com/lenve/javaboy-code-samples.git,1227.0,3.85,0.0,3.0,4,0.0,10239
tdebatty/java-string-similarity,https://github.com/tdebatty/java-string-similarity.git,2557.0,8.91,26.0,3.0,2,0.0,1374
javalite/javalite,https://github.com/javalite/javalite.git,809.0,9.79,6.0,3.0,13,0.0,37803
menacher/java-game-server,https://github.com/menacher/java-game-server.git,1251.0,11.11,0.0,3.0,5,1.0,8783
commonmark/commonmark-java,https://github.com/commonmark/commonmark-java.git,1945.0,7.65,33.0,3.0,6,1.0,10695
spullara/mustache.java,https://github.com/spullara/mustache.java.git,1780.0,12.87,0.0,1.0,6,0.0,10912
minio/minio-java,https://github.com/minio/minio-java.git,822.0,7.87,83.0,4.0,13,0.0,16564
vogellacompany/codeexamples-java,https://github.com/vogellacompany/codeexamples-java.git,340.0,13.34,0.0,3.0,6,1.0,42023
huaban/jieba-analysis,https://github.com/huaban/jieba-analysis.git,2261.0,9.61,0.0,2.0,2,1.0,1007
lzyzsd/JsBridge,https://github.com/lzyzsd/JsBridge.git,9269.0,8.05,0.0,1.5,2,0.0,995
binarywang/weixin-java-miniapp-demo,https://github.com/binarywang/weixin-java-miniapp-demo.git,1098.0,5.75,0.0,3.5,1,0.0,267
qiniu/java-sdk,https://github.com/qiniu/java-sdk.git,540.0,10.98,59.0,3.0,7,0.0,23906
fvarrui/JavaPackager,https://github.com/fvarrui/JavaPackager.git,700.0,4.05,40.0,6.0,4,3.0,4811
radcortez/javaee7-angular,https://github.com/radcortez/javaee7-angular.git,236.0,8.99,0.0,5.0,2,27.0,137
DreamCats/java-notes,https://github.com/DreamCats/java-notes.git,1693.0,4.02,0.0,1.5,1,0.0,168
dain/leveldb,https://github.com/dain/leveldb.git,1464.0,11.64,0.0,3.0,9,0.0,10042
EdwardRaff/JSAT,https://github.com/EdwardRaff/JSAT.git,756.0,7.98,9.0,6.0,18,10.0,87712
zaiyunduan123/Java-Summarize,https://github.com/zaiyunduan123/Java-Summarize.git,1226.0,4.88,0.0,0.0,3,0.0,941
wenweihu86/raft-java,https://github.com/wenweihu86/raft-java.git,1053.0,5.87,0.0,4.0,21,6.0,29859
JoyChou93/java-sec-code,https://github.com/JoyChou93/java-sec-code.git,1913.0,5.22,3.0,5.0,4,1.0,3138
eson15/Javaweb_bookstore,https://github.com/eson15/Javaweb_bookstore.git,657.0,7.28,0.0,4.5,2,3.0,1181
aliyun/api-gateway-demo-sign-java,https://github.com/aliyun/api-gateway-demo-sign-java.git,366.0,6.97,0.0,0.0,1,0.0,920
JosephZhu1983/java-common-mistakes,https://github.com/JosephZhu1983/java-common-mistakes.git,1297.0,3.11,0.0,3.0,4,0.0,7483
getsentry/sentry-java,https://github.com/getsentry/sentry-java.git,930.0,11.1,153.0,5.0,4,0.0,38747
Backblaze/JavaReedSolomon,https://github.com/Backblaze/JavaReedSolomon.git,681.0,7.95,0.0,3.0,2,0.0,1399
fanyong920/jvppeteer,https://github.com/fanyong920/jvppeteer.git,522.0,3.01,14.0,2.0,6,0.0,17074
DomHeal/JavaFX-Chat,https://github.com/DomHeal/JavaFX-Chat.git,397.0,7.39,0.0,3.0,3,0.0,2242
javacc/javacc,https://github.com/javacc/javacc.git,1009.0,6.65,11.0,3.0,7,3.0,20650
breenmachine/JavaUnserializeExploits,https://github.com/breenmachine/JavaUnserializeExploits.git,133.0,7.36,0.0,1.0,1,0.0,39
pxb1988/dex2jar,https://github.com/pxb1988/dex2jar.git,10699.0,8.0,6.0,3.0,8,0.0,41007
udacity/Just-Java,https://github.com/udacity/Just-Java.git,495.0,7.81,0.0,9.0,2,9.0,62
linkedin/parseq,https://github.com/linkedin/parseq.git,1143.0,10.49,0.0,4.0,12,0.0,28664
SAML-Toolkits/java-saml,https://github.com/SAML-Toolkits/java-saml.git,573.0,11.98,13.0,3.0,10,0.0,12811
heroku/java-getting-started,https://github.com/heroku/java-getting-started.git,248.0,8.6,0.0,2.0,1,1.0,107
googleapis/google-api-java-client,https://github.com/googleapis/google-api-java-client.git,1203.0,8.38,55.0,4.0,7,1.0,12006
zeromq/jzmq,https://github.com/zeromq/jzmq.git,579.0,13.04,0.0,3.0,4,0.0,6378
kevinsawicki/github-maven-example,https://github.com/kevinsawicki/github-maven-example.git,134.0,11.53,0.0,1.5,1,0.5,26
shekhargulati/strman-java,https://github.com/shekhargulati/strman-java.git,1357.0,6.87,0.0,0.0,1,0.0,9063
eclipse-californium/californium,https://github.com/eclipse-californium/californium.git,664.0,7.47,27.0,3.0,7,0.0,130038
etcd-io/jetcd,https://github.com/etcd-io/jetcd.git,971.0,6.65,3.0,4.0,5,0.0,7144
functionaljava/functionaljava,https://github.com/functionaljava/functionaljava.git,1544.0,12.38,0.0,6.0,11,1.0,33699
changmingxie/tcc-transaction,https://github.com/changmingxie/tcc-transaction.git,5590.0,7.28,6.0,3.0,6,1.0,22392
jknack/handlebars.java,https://github.com/jknack/handlebars.java.git,1364.0,10.8,9.0,2.0,4,0.0,18701
line/line-bot-sdk-java,https://github.com/line/line-bot-sdk-java.git,564.0,6.92,29.0,4.0,4,0.0,10056
matyb/java-koans,https://github.com/matyb/java-koans.git,705.0,12.17,0.0,2.0,6,0.0,7354
in28minutes/java-a-course-for-beginners,https://github.com/in28minutes/java-a-course-for-beginners.git,871.0,5.13,0.0,1.0,3,0.0,2541
hyperledger/fabric-sdk-java,https://github.com/hyperledger/fabric-sdk-java.git,1092.0,6.43,35.0,5.0,5,1.0,32627
watson-developer-cloud/java-sdk,https://github.com/watson-developer-cloud/java-sdk.git,582.0,7.88,110.0,2.0,3,1.0,100380
facebook/infer,https://github.com/facebook/infer.git,13887.0,8.13,29.0,1.0,8,0.0,33323
arun-gupta/microservices,https://github.com/arun-gupta/microservices.git,606.0,7.84,0.0,6.0,4,0.0,1244
eclipse/leshan,https://github.com/eclipse/leshan.git,599.0,8.1,47.0,4.0,7,0.0,51804
ruanwenjun/JAVAWeb-Project,https://github.com/ruanwenjun/JAVAWeb-Project.git,617.0,5.04,0.0,3.0,3,2.0,6362
opentracing/opentracing-java,https://github.com/opentracing/opentracing-java.git,1668.0,7.24,4.0,3.0,3,0.0,3707
tabulapdf/tabula-java,https://github.com/tabulapdf/tabula-java.git,1520.0,8.82,10.0,3.0,6,1.0,6054
AllenDowney/ThinkJavaCode,https://github.com/AllenDowney/ThinkJavaCode.git,347.0,7.17,0.0,1.0,3,1.0,1546
