500,anxpp/JavaDesignPattern,227,6.9,0,https://github.com/anxpp/JavaDesignPattern
501,kungfoo/geohash-java,937,14.21,0,https://github.com/kungfoo/geohash-java
502,cod3rcursos/curso-java,935,3.56,0,https://github.com/cod3rcursos/curso-java
503,OfficeDev/ews-java-api,842,8.55,0,https://github.com/OfficeDev/ews-java-api
504,vipshop/vjtools,7438,4.8,9,https://github.com/vipshop/vjtools
505,google/conscrypt,1122,6.25,0,https://github.com/google/conscrypt
506,yahoo/serialize-javascript,2662,8.5,22,https://github.com/yahoo/serialize-javascript
507,googleapis/google-http-java-client,1312,8.18,46,https://github.com/googleapis/google-http-java-client
508,fuzhengwei/itstack-demo-design,5465,2.82,0,https://github.com/fuzhengwei/itstack-demo-design
509,peterarsentev/games_oop_javafx,130,4.89,0,https://github.com/peterarsentev/games_oop_javafx
510,peter-lawrey/Java-Chronicle,1222,11.18,0,https://github.com/peter-lawrey/Java-Chronicle
511,Viscent/javamtia,437,5.94,0,https://github.com/Viscent/javamtia
512,javastacks/javastack,643,4.18,0,https://github.com/javastacks/javastack
513,liyuechun/JavaScript30-liyuechun,312,5.66,0,https://github.com/liyuechun/JavaScript30-liyuechun
514,MorphiaOrg/morphia,1588,9.89,59,https://github.com/MorphiaOrg/morphia
515,codesONLY/JavaScriptONLY,366,2.23,0,https://github.com/codesONLY/JavaScriptONLY
516,lvminghui/Java-Notes,955,3.1,0,https://github.com/lvminghui/Java-Notes
517,wangzheng0822/ratelimiter4j,898,4.69,0,https://github.com/wangzheng0822/ratelimiter4j
518,jammy928/CoinExchange_CryptoExchange_Java,872,2.97,0,https://github.com/jammy928/CoinExchange_CryptoExchange_Java
519,TALKDATA/JavaBigData,424,4.15,0,https://github.com/TALKDATA/JavaBigData
520,sendgrid/sendgrid-java,450,9.56,58,https://github.com/sendgrid/sendgrid-java
521,stripe/stripe-java,650,11.6,598,https://github.com/stripe/stripe-java
522,eclipse/paho.mqtt.javascript,1059,7.24,1,https://github.com/eclipse/paho.mqtt.javascript
523,jfaster/mango,915,9.31,0,https://github.com/jfaster/mango
524,ulid/javascript,2240,6.75,7,https://github.com/ulid/javascript
525,twilio/twilio-java,418,13.5,203,https://github.com/twilio/twilio-java
526,AsyncHttpClient/async-http-client,6076,12.02,0,https://github.com/AsyncHttpClient/async-http-client
527,yrojha4ever/JavaStud,269,7.53,0,https://github.com/yrojha4ever/JavaStud
528,artur-shaik/vim-javacomplete2,987,7.82,10,https://github.com/artur-shaik/vim-javacomplete2
529,lxj/javascript.patterns,335,11.48,0,https://github.com/lxj/javascript.patterns
530,cn-panda/JavaCodeAudit,682,3.3,0,https://github.com/cn-panda/JavaCodeAudit
531,vladmihalcea/high-performance-java-persistence,1113,7.42,0,https://github.com/vladmihalcea/high-performance-java-persistence
532,actions/javascript-action,731,3.51,2,https://github.com/actions/javascript-action
533,apache/skywalking-java,486,1.55,7,https://github.com/apache/skywalking-java
534,wsieroci/audio-recognizer,655,10.81,0,https://github.com/wsieroci/audio-recognizer
535,pengrad/java-telegram-bot-api,1372,7.61,57,https://github.com/pengrad/java-telegram-bot-api
536,lenve/javadoc,684,2.31,0,https://github.com/lenve/javadoc
537,dunwu/java-tutorial,1469,5.29,0,https://github.com/dunwu/java-tutorial
538,sensorsdata/sa-sdk-javascript,765,7.36,207,https://github.com/sensorsdata/sa-sdk-javascript
539,yinchuandong/JavaVerify,206,8.48,0,https://github.com/yinchuandong/JavaVerify
540,amplitude/Amplitude-JavaScript,295,10.17,123,https://github.com/amplitude/Amplitude-JavaScript
541,superhj1987/pragmatic-java-engineer,1255,5.61,0,https://github.com/superhj1987/pragmatic-java-engineer
542,SummerSec/JavaLearnVulnerability,734,2.9,1,https://github.com/SummerSec/JavaLearnVulnerability
543,RoaringBitmap/RoaringBitmap,3003,9.74,9,https://github.com/RoaringBitmap/RoaringBitmap
544,MartinChavez/Javascript,900,7.91,1,https://github.com/MartinChavez/Javascript
545,google/auto,10045,9.81,57,https://github.com/google/auto
546,hierynomus/sshj,2258,13.05,0,https://github.com/hierynomus/sshj
547,Basir-PD/100-Projects-HTML-CSS-JavaScript,205,2.27,0,https://github.com/Basir-PD/100-Projects-HTML-CSS-JavaScript
548,naveenanimation20/PageObjectModel,435,5.47,0,https://github.com/naveenanimation20/PageObjectModel
549,JabRef/jabref,2927,9.01,37,https://github.com/JabRef/jabref
550,zarocknz/javascript-winwheel,474,7.03,7,https://github.com/zarocknz/javascript-winwheel
551,chihungyu1116/leetcode-javascript,836,7.66,0,https://github.com/chihungyu1116/leetcode-javascript
552,apache/datasketches-java,807,7.71,48,https://github.com/apache/datasketches-java
553,waylau/distributed-java,348,7.17,0,https://github.com/waylau/distributed-java
554,signalapp/libsignal-protocol-javascript,1974,6.77,1,https://github.com/signalapp/libsignal-protocol-javascript
555,ta4j/ta4j,1720,5.5,2,https://github.com/ta4j/ta4j
556,Javacord/Javacord,653,7.21,19,https://github.com/Javacord/Javacord
557,jjenkov/java-nio-server,889,7.41,0,https://github.com/jjenkov/java-nio-server
558,jenkinsci/java-client-api,872,10.32,0,https://github.com/jenkinsci/java-client-api
559,oneinstack/oneinstack,2198,7.75,6,https://github.com/oneinstack/oneinstack
560,JetBrains/skija,2553,2.94,0,https://github.com/JetBrains/skija
561,tylermcginnis/Modern-JavaScript-Curriculum,107,7.04,0,https://github.com/tylermcginnis/Modern-JavaScript-Curriculum
562,sohamkamani/javascript-design-patterns-for-humans,3411,6.06,0,https://github.com/sohamkamani/javascript-design-patterns-for-humans
563,bradtraversy/javascript_cardio,490,5.08,0,https://github.com/bradtraversy/javascript_cardio
564,agoncal/agoncal-application-petstore-ee7,192,9.83,0,https://github.com/agoncal/agoncal-application-petstore-ee7
565,ElzeroWebSchool/JavaScript_Bootcamp,521,2.03,0,https://github.com/ElzeroWebSchool/JavaScript_Bootcamp
566,typetools/checker-framework,897,7.7,98,https://github.com/typetools/checker-framework
567,ults-io/vscode-react-javascript-snippets,1313,5.77,0,https://github.com/ults-io/vscode-react-javascript-snippets
568,caveofprogramming/java-beginners,499,6.73,0,https://github.com/caveofprogramming/java-beginners
569,lenve/CoolMeeting,728,5.56,0,https://github.com/lenve/CoolMeeting
570,firebase/firebase-admin-java,454,6.0,17,https://github.com/firebase/firebase-admin-java
571,priya42bagde/JavaScriptCodingInterviewQuestions,311,1.71,0,https://github.com/priya42bagde/JavaScriptCodingInterviewQuestions
572,anshooarora/extentreports-java,525,8.1,0,https://github.com/anshooarora/extentreports-java
573,FasterXML/jackson-modules-java8,381,6.36,0,https://github.com/FasterXML/jackson-modules-java8
574,mafudge/LearnJava,373,9.64,0,https://github.com/mafudge/LearnJava
575,WebDevSimplified/JavaScript-Quiz-App,148,3.77,0,https://github.com/WebDevSimplified/JavaScript-Quiz-App
576,web3j/web3j,4540,6.53,101,https://github.com/web3j/web3j
577,andersontr15/clean-code-javascript-es,1445,6.08,0,https://github.com/andersontr15/clean-code-javascript-es
578,NLPchina/Word2VEC_java,669,9.42,0,https://github.com/NLPchina/Word2VEC_java
579,firebase/geofire-java,670,8.67,13,https://github.com/firebase/geofire-java
580,coderzcr/JavaWeb-Project-Source-Share,724,2.97,0,https://github.com/coderzcr/JavaWeb-Project-Source-Share
581,OpenHFT/Java-Thread-Affinity,1596,9.48,25,https://github.com/OpenHFT/Java-Thread-Affinity
582,HariAcidReign/JavaScript-A-Z-Notes,359,2.18,1,https://github.com/HariAcidReign/JavaScript-A-Z-Notes
583,leonidlebedev/javascript-airbnb,842,6.25,0,https://github.com/leonidlebedev/javascript-airbnb
584,HugoMatilla/Effective-JAVA-Summary,1249,7.3,0,https://github.com/HugoMatilla/Effective-JAVA-Summary
585,mjavascript/practical-modern-javascript,3069,6.54,0,https://github.com/mjavascript/practical-modern-javascript
586,binarywang/weixin-java-pay-demo,789,6.03,0,https://github.com/binarywang/weixin-java-pay-demo
587,superblaubeere27/obfuscator,689,4.85,15,https://github.com/superblaubeere27/obfuscator
588,TongOS/JavaBookClub,431,3.56,0,https://github.com/TongOS/JavaBookClub
589,joaomatosf/JavaDeserH2HC,452,5.51,0,https://github.com/joaomatosf/JavaDeserH2HC
590,Gottox/socket.io-java-client,945,11.23,0,https://github.com/Gottox/socket.io-java-client
591,4thline/cling,1585,11.5,5,https://github.com/4thline/cling
592,TIBCOSoftware/jasperreports,756,6.52,26,https://github.com/TIBCOSoftware/jasperreports
593,biblelamp/JavaExercises,133,6.71,0,https://github.com/biblelamp/JavaExercises
594,mjavascript/mastering-modular-javascript,4004,6.1,0,https://github.com/mjavascript/mastering-modular-javascript
595,czwbig/Tmall_JavaEE,269,4.34,0,https://github.com/czwbig/Tmall_JavaEE
596,GoogleCloudPlatform/getting-started-java,473,7.34,0,https://github.com/GoogleCloudPlatform/getting-started-java
597,mikemelon/java-exam,590,6.34,0,https://github.com/mikemelon/java-exam
598,joaopsilva/binance-java-api,191,5.4,0,https://github.com/joaopsilva/binance-java-api
599,CodeExplainedRepo/FlappyBird-JavaScript,113,4.61,0,https://github.com/CodeExplainedRepo/FlappyBird-JavaScript
600,wmixvideo/nfe,590,9.62,76,https://github.com/wmixvideo/nfe
601,wmixvideo/nfe,590,9.62,76,https://github.com/wmixvideo/nfe
602,PebbleTemplates/pebble,1008,10.21,60,https://github.com/PebbleTemplates/pebble
603,gwhalin/Memcached-Java-Client,666,13.78,0,https://github.com/gwhalin/Memcached-Java-Client
604,kivy/pyjnius,1283,10.58,12,https://github.com/kivy/pyjnius
605,igniterealtime/Smack,2322,9.11,0,https://github.com/igniterealtime/Smack
606,paypal/PayPal-Java-SDK,512,10.03,21,https://github.com/paypal/PayPal-Java-SDK
607,bethrobson/Head-First-Java,489,7.66,0,https://github.com/bethrobson/Head-First-Java
608,stateless4j/stateless4j,789,8.95,0,https://github.com/stateless4j/stateless4j
609,jpush/jpush-api-java-client,708,9.42,54,https://github.com/jpush/jpush-api-java-client
610,albertlatacz/java-repl,1344,9.99,74,https://github.com/albertlatacz/java-repl
611,progranism/Bitcoin-JavaScript-Miner,196,11.94,0,https://github.com/progranism/Bitcoin-JavaScript-Miner
612,ThiagoDellaNoce/javascript4noobs,842,2.97,0,https://github.com/ThiagoDellaNoce/javascript4noobs
613,marhan/effective-java-examples,567,12.05,0,https://github.com/marhan/effective-java-examples
614,cucumber/cucumber-java-skeleton,394,9.01,0,https://github.com/cucumber/cucumber-java-skeleton
615,googleworkspace/java-samples,270,8.87,0,https://github.com/googleworkspace/java-samples
616,arun-gupta/docker-for-java,215,6.09,0,https://github.com/arun-gupta/docker-for-java
617,pen4uin/awesome-java-security,888,1.35,0,https://github.com/pen4uin/awesome-java-security
618,davidflanagan/javascript6_examples,288,11.89,0,https://github.com/davidflanagan/javascript6_examples
619,luontola/retrolambda,3542,9.65,0,https://github.com/luontola/retrolambda
620,shyiko/jabba,2573,6.98,25,https://github.com/shyiko/jabba
621,daniellidg/javascript-knowhow,945,5.14,0,https://github.com/daniellidg/javascript-knowhow
622,Grover-c13/PokeGOAPI-Java,1056,6.66,2,https://github.com/Grover-c13/PokeGOAPI-Java
623,mattia-battiston/clean-architecture-example,1459,7.01,0,https://github.com/mattia-battiston/clean-architecture-example
624,Storyyeller/Krakatau,1715,10.4,0,https://github.com/Storyyeller/Krakatau
625,PlexPt/chatgpt-java,1043,0.27,8,https://github.com/PlexPt/chatgpt-java
626,hadyang/interview,4483,6.55,0,https://github.com/hadyang/interview
627,TNG/ArchUnit,2605,5.9,33,https://github.com/TNG/ArchUnit
628,gopinathankm/Java-Training-2018,219,4.95,0,https://github.com/gopinathankm/Java-Training-2018
629,niranjan94/show-java,735,7.97,15,https://github.com/niranjan94/show-java
630,tranleduy2000/javaide,459,5.66,18,https://github.com/tranleduy2000/javaide
631,ziye888/JavaScript,140,1.98,0,https://github.com/ziye888/JavaScript
632,dmpe/JavaFX,214,10.08,0,https://github.com/dmpe/JavaFX
633,wangzaiplus/springboot,339,3.81,0,https://github.com/wangzaiplus/springboot
634,maxliaops/Java_Web_Examples,570,8.89,0,https://github.com/maxliaops/Java_Web_Examples
635,PacktPublishing/Java-Coding-Problems,573,4.05,0,https://github.com/PacktPublishing/Java-Coding-Problems
636,LjyYano/Thinking_in_Java_MindMapping,1426,5.51,0,https://github.com/LjyYano/Thinking_in_Java_MindMapping
637,jzj1993/JavaTcpSocket,201,8.06,0,https://github.com/jzj1993/JavaTcpSocket
638,CodeExplainedRepo/Weather-App-JavaScript,149,3.83,0,https://github.com/CodeExplainedRepo/Weather-App-JavaScript
639,jscomplete/learn-fullstack-javascript,425,6.48,0,https://github.com/jscomplete/learn-fullstack-javascript
640,jOOQ/jOOQ,5351,11.91,0,https://github.com/jOOQ/jOOQ
641,xerial/snappy-java,939,10.52,18,https://github.com/xerial/snappy-java
642,developerforce/Force.com-JavaScript-REST-Toolkit,316,11.96,0,https://github.com/developerforce/Force.com-JavaScript-REST-Toolkit
643,dropbox/dropbox-sdk-java,552,9.72,37,https://github.com/dropbox/dropbox-sdk-java
644,HotswapProjects/HotswapAgent,1961,9.32,14,https://github.com/HotswapProjects/HotswapAgent
645,c2nes/javalang,612,10.46,2,https://github.com/c2nes/javalang
646,LeonardoZ/java-concurrency-patterns,1376,5.18,0,https://github.com/LeonardoZ/java-concurrency-patterns
647,thinkswell/javascript-mini-projects,511,2.44,0,https://github.com/thinkswell/javascript-mini-projects
648,sahandghavidel/HTML-CSS-JavaScript-projects-for-beginners,346,1.21,0,https://github.com/sahandghavidel/HTML-CSS-JavaScript-projects-for-beginners
649,dingwpmz/JavaLadder,348,1.97,0,https://github.com/dingwpmz/JavaLadder
650,google/ExoPlayer,20506,8.75,23,https://github.com/google/ExoPlayer
651,gousiosg/java-callgraph,657,11.8,0,https://github.com/gousiosg/java-callgraph
652,wycats/javascript-decorators,2395,8.02,0,https://github.com/wycats/javascript-decorators
653,Progether/JAdventure,294,10.46,1,https://github.com/Progether/JAdventure
654,agoncal/agoncal-application-petstore-ee6,200,11.14,0,https://github.com/agoncal/agoncal-application-petstore-ee6
655,GoogleCloudPlatform/DataflowJavaSDK,856,8.28,30,https://github.com/GoogleCloudPlatform/DataflowJavaSDK
656,k33ptoo/School-Management-System-JavaFX,240,4.72,0,https://github.com/k33ptoo/School-Management-System-JavaFX
657,yusugomori/DeepLearning,2984,10.2,0,https://github.com/yusugomori/DeepLearning
658,msbbigdata/javase,352,3.6,0,https://github.com/msbbigdata/javase
659,ninia/jep,1065,12.07,10,https://github.com/ninia/jep
660,jpmml/jpmml-evaluator,842,9.05,35,https://github.com/jpmml/jpmml-evaluator
661,shinezejian/javaStructures,155,6.35,0,https://github.com/shinezejian/javaStructures
662,openmessaging/openmessaging-java,716,5.97,3,https://github.com/openmessaging/openmessaging-java
663,liubin915249126/javascript,235,5.56,0,https://github.com/liubin915249126/javascript
664,lihengming/java-codes,528,5.81,0,https://github.com/lihengming/java-codes
665,dustin/java-memcached-client,495,15.04,0,https://github.com/dustin/java-memcached-client
666,spring-guides/gs-gradle,137,9.91,0,https://github.com/spring-guides/gs-gradle
667,saturnism/grpc-by-example-java,844,6.57,0,https://github.com/saturnism/grpc-by-example-java
668,youlookwhat/DesignPattern,3741,6.4,0,https://github.com/youlookwhat/DesignPattern
669,mitreid-connect/OpenID-Connect-Java-Spring-Server,1429,11.37,0,https://github.com/mitreid-connect/OpenID-Connect-Java-Spring-Server
670,martinwojtus/tutorials,156,3.83,0,https://github.com/martinwojtus/tutorials
671,cardillo/joinery,658,8.37,10,https://github.com/cardillo/joinery
672,iluwatar/30-seconds-of-java,814,5.25,0,https://github.com/iluwatar/30-seconds-of-java
673,asterisk-java/asterisk-java,366,12.22,7,https://github.com/asterisk-java/asterisk-java
674,alok722/namaste-javascript-notes,798,1.67,0,https://github.com/alok722/namaste-javascript-notes
675,TyCoding/tumo,670,4.38,0,https://github.com/TyCoding/tumo
676,google/j2objc,5925,9.12,39,https://github.com/google/j2objc
677,libass/JavascriptSubtitlesOctopus,329,6.18,7,https://github.com/libass/JavascriptSubtitlesOctopus
678,CodeExplainedRepo/Snake-JavaScript,130,4.61,0,https://github.com/CodeExplainedRepo/Snake-JavaScript
679,Pradeep-Pandey13/CheatSheets-HTML-CSS-JavaScript,932,0.95,0,https://github.com/Pradeep-Pandey13/CheatSheets-HTML-CSS-JavaScript
680,rsperberg/essential-javascript-links,138,8.1,0,https://github.com/rsperberg/essential-javascript-links
681,sadatrafsanjani/JavaFX-Point-of-Sales,186,5.77,0,https://github.com/sadatrafsanjani/JavaFX-Point-of-Sales
682,Ziphtracks/JavaLearningmanual,215,2.55,0,https://github.com/Ziphtracks/JavaLearningmanual
683,arun-gupta/docker-java,387,7.88,0,https://github.com/arun-gupta/docker-java
684,JamesZBL/java_design_patterns,644,5.35,0,https://github.com/JamesZBL/java_design_patterns
685,PacktWorkshops/The-JavaScript-Workshop,118,3.67,0,https://github.com/PacktWorkshops/The-JavaScript-Workshop
686,nhn/fe.javascript,1119,7.86,0,https://github.com/nhn/fe.javascript
687,Swap76/Learn-JavaScript,106,3.76,0,https://github.com/Swap76/Learn-JavaScript
688,dom4j/dom4j,844,7.7,13,https://github.com/dom4j/dom4j
689,oldratlee/fucking-java-concurrency,931,8.75,0,https://github.com/oldratlee/fucking-java-concurrency
690,fan-wenjie/EasyPR-Java,598,8.0,0,https://github.com/fan-wenjie/EasyPR-Java
691,h2database/h2database,3642,7.93,18,https://github.com/h2database/h2database
692,btraceio/btrace,5366,8.54,30,https://github.com/btraceio/btrace
693,Java-Edge/Java-Concurrency-Progamming-Tutorial,1168,4.96,0,https://github.com/Java-Edge/Java-Concurrency-Progamming-Tutorial
694,uprock/javascript,627,9.31,0,https://github.com/uprock/javascript
695,deathmarine/Luyten,4678,9.68,17,https://github.com/deathmarine/Luyten
696,docker-library/openjdk,1093,8.77,0,https://github.com/docker-library/openjdk
697,GraxCode/JByteMod-Beta,763,5.49,30,https://github.com/GraxCode/JByteMod-Beta
698,forax/java-guide,511,3.21,0,https://github.com/forax/java-guide
699,jMonkeyEngine/jmonkeyengine,3350,8.99,54,https://github.com/jMonkeyEngine/jmonkeyengine
700,chucktomasi/sn-learn-javascript,257,4.28,0,https://github.com/chucktomasi/sn-learn-javascript
701,yml2213/javascript,287,1.21,0,https://github.com/yml2213/javascript
702,BigPeng/JavaCNN,120,8.65,0,https://github.com/BigPeng/JavaCNN
703,census-instrumentation/opencensus-java,670,6.63,47,https://github.com/census-instrumentation/opencensus-java
704,Devskiller/jfairy,715,9.43,12,https://github.com/Devskiller/jfairy
705,qos-ch/logback,2652,13.57,0,https://github.com/qos-ch/logback
706,erictraub/Learn-Blockchain-By-Building-Your-Own-In-JavaScript,796,4.73,0,https://github.com/erictraub/Learn-Blockchain-By-Building-Your-Own-In-JavaScript
707,pippo-java/pippo,771,8.38,0,https://github.com/pippo-java/pippo
708,ZhuangM/student,165,6.29,0,https://github.com/ZhuangM/student
709,square/moshi,8820,8.6,0,https://github.com/square/moshi
710,gorhill/Javascript-Voronoi,960,11.83,1,https://github.com/gorhill/Javascript-Voronoi
711,Baidu-AIP/java-sdk,535,5.52,0,https://github.com/Baidu-AIP/java-sdk
712,niumoo/JavaNotes,281,2.8,0,https://github.com/niumoo/JavaNotes
713,kennycason/kumo,572,8.7,0,https://github.com/kennycason/kumo
714,asLody/legend,1582,7.1,0,https://github.com/asLody/legend
715,nitishdayal/JavaScript30,362,6.26,0,https://github.com/nitishdayal/JavaScript30
716,russellrosario/JavaScripter,225,5.07,0,https://github.com/russellrosario/JavaScripter
717,bellshade/Javascript,270,1.59,0,https://github.com/bellshade/Javascript
718,ESAPI/esapi-java-legacy,538,8.51,10,https://github.com/ESAPI/esapi-java-legacy
719,eoinsha/JavaPhoenixChannels,204,7.87,0,https://github.com/eoinsha/JavaPhoenixChannels
720,ArthurClemens/JavaScript-Undo-Manager,395,12.35,2,https://github.com/ArthurClemens/JavaScript-Undo-Manager
721,guoguibing/librec,3158,9.18,3,https://github.com/guoguibing/librec
722,azat-co/fullstack-javascript,502,7.32,0,https://github.com/azat-co/fullstack-javascript
723,rubenlagus/TelegramBots,3592,7.17,77,https://github.com/rubenlagus/TelegramBots
724,hong52ni/JavaAdvance-Interview,361,1.04,0,https://github.com/hong52ni/JavaAdvance-Interview
725,yuxingxin/RxJava-Essentials-CN,1283,7.2,0,https://github.com/yuxingxin/RxJava-Essentials-CN
726,atjiu/pybbs,1591,7.93,13,https://github.com/atjiu/pybbs
727,EsotericSoftware/kryo,5753,9.36,30,https://github.com/EsotericSoftware/kryo
728,paulorievrs/java4noobs,554,2.94,0,https://github.com/paulorievrs/java4noobs
729,coderwhy/JavaScript-Data-Structure,391,4.96,0,https://github.com/coderwhy/JavaScript-Data-Structure
730,kishikawakatsumi/JavaScriptBridge,523,9.2,13,https://github.com/kishikawakatsumi/JavaScriptBridge
731,NASAWorldWind/WorldWindJava,666,7.38,9,https://github.com/NASAWorldWind/WorldWindJava
732,jblas-project/jblas,568,13.86,0,https://github.com/jblas-project/jblas
733,aimacode/aima-javascript,506,7.03,0,https://github.com/aimacode/aima-javascript
734,semicons/java_oci_manage,951,1.3,55,https://github.com/semicons/java_oci_manage
735,bbottema/simple-java-mail,1068,7.91,92,https://github.com/bbottema/simple-java-mail
736,wg/scrypt,423,12.15,0,https://github.com/wg/scrypt
737,waylau/essential-java,599,7.23,0,https://github.com/waylau/essential-java
738,castello/javajungsuk_basic,439,3.55,0,https://github.com/castello/javajungsuk_basic
739,ollide/intellij-java2smali,464,9.14,7,https://github.com/ollide/intellij-java2smali
740,buckyroberts/JavaScript-Lessons,146,6.7,0,https://github.com/buckyroberts/JavaScript-Lessons
741,fupinglee/JavaTools,259,2.63,0,https://github.com/fupinglee/JavaTools
742,SignalR/java-client,323,9.17,0,https://github.com/SignalR/java-client
743,google/error-prone,6364,8.56,26,https://github.com/google/error-prone
744,lvarayut/JavaScript-21-Days-Challenge,165,3.19,0,https://github.com/lvarayut/JavaScript-21-Days-Challenge
745,xpinjection/java8-misuses,242,6.54,0,https://github.com/xpinjection/java8-misuses
746,mohammedabdulbari/Java-SE,163,2.92,0,https://github.com/mohammedabdulbari/Java-SE
747,yomorun/hashids-java,956,8.91,1,https://github.com/yomorun/hashids-java
748,zhouit/Zblog,251,8.23,0,https://github.com/zhouit/Zblog
